Hansard document url,wā,title,section number,utterance number,ingoa kaikōrero,is Māori (%),kōrero waenga
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030513/volume-608-week-24-tuesday-13-may-2003,13-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 13 May 2003  ",6,44,NANAIA MAHUTA (NZ Labour—Tainui),97.82608695652173,"Tēnei ka tū au ki te tautoko ngā mihi ki ngā mōrehu o Ngāti Tama, tēnā koutou. Ka mihi atu rā ki tō koutou nei maunga a Taranaki, ki ngā kāwai kōrero e pā ana ki ō koutou nei mātua, tūpuna e pā ana ki te whenua. Ko ngā hononga kei waenganui i a mātou nei nō Waikato e pā ana ki ngā whenua i raupatutia, i riro whenua atu, me hoki whenua mai. Nō reira tēnei te mihi atu ki a koutou, tēnā koutou katoa."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030513/volume-608-week-24-tuesday-13-may-2003,13-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 13 May 2003  ",6,46,NANAIA MAHUTA (NZ Labour—Tainui),52.702702702702695,"Ka hoki ōku mahara ki ngā whakaaro o te taraipiunara i roto i tā rātau nei ripoata e pā ana ki tēnei take. E ai ki ō rātou nei whakaaro, ko te tūturutanga o tēnei take, e pā ana ki ngā whakaaetanga kei waenganui i te Karauna me ngā iwi katoa o Taranaki, me noho tūturu te Karauna i raro i ō rātou nei whakaaro.
 I want to return some of my contribution to the tenor of the report that was released by the Waitangi Tribunal regarding the Taranaki claims as a whole. It is really about the durability of the agreement between the Crown and all Taranaki iwi when they seek the return of their lands and all the agreements therein."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030513/volume-608-week-24-tuesday-13-may-2003,13-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 13 May 2003  ",6,51,NANAIA MAHUTA (NZ Labour—Tainui),97.2972972972973,"Nō reira, ko ōku nei kōrero whakamutunga ki ngā mōrehu o Ngāti Tama, ka mihi atu rā ki a koutou i tēnei wā ahakoa ko tēnei te wā tuatahi mo ngā mema katoa o tēnei Whare hei kite i ngā āhuatanga e pā ana ki ō koutou nei take. Ka mihi atu rā ki a koutou, tēnā koutou, tēnā koutou, tēnā koutou katoa."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030513/volume-608-week-24-tuesday-13-may-2003,13-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 13 May 2003  ",6,65,Hon DOVER SAMUELS (Minister of State),70.66666666666667,"Ā, te mea tuatahi māku, kei te mihi atu ki te whānau o Ngāti Tama e whakaruruhau nei i raro o te maunga tapu o Taranaki, me ngā uri katoa, kei te mihi atu ki a koutou. Kei te maumahara ki ngā tūpuna, ki ngā mātua kua wehe atu ki te pō. Nā rātau nei tēnei kaupapa mai rā anō i tautoko, i poipoi tae noa ki tēnei rā. Nō reira, kia maumahara atu ki a rātau, kore rātau e warewaretia i roto i ā rātau moemoeā, ā, wawata.
 I am acknowledging the whānau of Ngāti Tama, and also the aspirations of those people who have passed on, in terms of their vision and their hopes that justice would come to their people."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030513/volume-608-week-24-tuesday-13-may-2003,13-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 13 May 2003  ",6,74,Hon DOVER SAMUELS,97.77777777777777,"Nō reira, kei te huri ana ki te mihi ki a koutou ngā whanaunga o Ngāti Tama, te maunga o Taranaki. Tērā, ka whakarongo mai i ngā kōrero tērā o tātou whanaunga i tērā taha o Hikurangi, kei te tautoko atu. Huri ana i tō tātou Whare, mā te Runga Rawa tātou katoa e manaaki. Tēnā koutou, tēnā koutou, ā, kia ora mai anō tātou katoa. Kia ora tātou."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030513/volume-608-week-24-tuesday-13-may-2003,13-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 13 May 2003  ",6,76,METIRIA TUREI (Green),94.44444444444444,"Ki a koutou katoa, he mihi nui ki a Ngāti Tama, e kui mā, e koro mā me ngā rangatahi katoa, tēnā koutou, tēnā koutou katoa."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030514/volume-608-week-24-wednesday-14-may-2003,14-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 14 May 2003  ",2,111,Hon PETE HODGSON (Minister of Energy),100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030514/volume-608-week-24-wednesday-14-may-2003,14-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 14 May 2003  ",2,117,Hon PETE HODGSON,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030514/volume-608-week-24-wednesday-14-may-2003,14-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 14 May 2003  ",24,5,Edwin Perry,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030514/volume-608-week-24-wednesday-14-may-2003,14-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 14 May 2003  ",30,24,Dr Lynda Scott,100.0,"Ha, ha!"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030514/volume-608-week-24-wednesday-14-may-2003,14-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 14 May 2003  ",30,36,Hon Bill English,100.0,"Ha, ha!"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030514/volume-608-week-24-wednesday-14-may-2003,14-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 14 May 2003  ",34,5,Hon Dr Michael Cullen,75.0,You were here then!
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030514/volume-608-week-24-wednesday-14-may-2003,14-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 14 May 2003  ",35,120,Hon DOVER SAMUELS (Minister of State),100.0,"Tēnei kei te mihi atu ki a koe te
 Kaiwhakahaere o te Whare. Kei te mihi hoki ki
 ngāmātua, ki
 ngāwhāea o
 ngā tamariki e
 whakarongo mai ana ki
 ēneiwhakawhitiwhitikōreroi roto
 i te Whare
 Pāremataitēneipō."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030515/volume-608-week-24-thursday-15-may-2003,15-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 15 May 2003  ",13,22,John Carter,100.0,Who?
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030515/volume-608-week-24-thursday-15-may-2003,15-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 15 May 2003  ",13,29,Rodney Hide,100.0,Who?
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030515/volume-608-week-24-thursday-15-may-2003,15-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 15 May 2003  ",16,5,Government Member,100.0,No one!
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030520/volume-608-week-25-tuesday-20-may-2003,20-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 20 May 2003  ",7,9,Rodney Hide,100.0,Name one.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030520/volume-608-week-25-tuesday-20-may-2003,20-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 20 May 2003  ",8,10,Hon Judith Tizard,100.0,"Ha, ha!"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030520/volume-608-week-25-tuesday-20-may-2003,20-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 20 May 2003  ",22,1,Hon PAREKURA HOROMIA (Minister of Māori Affairs),92.3076923076923,"Mr Speaker, mihi kau ana ki a koe i roto i te Tūru rā, i a rātau e rongo ake anō ki te kōrero nei ki ngā mema o te Whare Miere nei, tēnā koe."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030521/volume-608-week-25-wednesday-21-may-2003,21-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 21 May 2003  ",3,147,Hon PAREKURA HOROMIA,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030521/volume-608-week-25-wednesday-21-may-2003,21-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 21 May 2003  ",34,2,Hon JOHN TAMIHERE (Minister of Youth Affairs),68.62745098039215,"In that respect, I want to pause and pay a special mihi to one of our VIP drivers who passed away last night—RichardMangu.
 E te rangatira ki a mātau Richard, e aroha ana ki a koe. Kāre e warewaretia e mātau, me ngā mahi maha ki te awhi i a mātau. Kāre e warewaretia. Nō reira, Richard, moe mai, moe mai i te moenga roa. E te whānau pani, he aroha ki a koutou mai i ngā mema o te Pāremata. E Richard, he aroha. He aroha ki a koutou."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030521/volume-608-week-25-wednesday-21-may-2003,21-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 21 May 2003  ",36,2,MAHARA OKEROA (NZ Labour—Te Tai Tonga),100.0,"Ka tū mai ahau ki te tautoko mai i te mihi poroporoaki ki tētehi o ngā rangatira e tiaki mai i ngā Minita katoa mai rā anō. Ko te tangata rā hoki, hoki atu ki tana kāinga ūkaipō. Ka tū mai ahau ki te mihi mai ki tēnā e tautoko mai i te kōrero o tōku nei hoa a Tamihere. Kei a koe hei whakapākehatia."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030521/volume-608-week-25-wednesday-21-may-2003,21-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 21 May 2003  ",47,1,MITA RIRINUI (NZ Labour—Waiāriki),100.0,"Otirā, te wāhi tuatahi anō tautoko ake ngā mihi ki tō tātou rangatira kua huri ai ki tua o te ārai. Koi rā a Rihari Mangu. Kua hinga atu nei, ā, hoki atu nā ki tōna wā kāinga, tēnei te mihi ake, poroporoaki nei ki a ia."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030522/volume-608-week-25-thursday-22-may-2003,22-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 22 May 2003  ",5,31,Hon Dr MICHAEL CULLEN,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030522/volume-608-week-25-thursday-22-may-2003,22-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 22 May 2003  ",5,182,Hon JOHN TAMIHERE,66.66666666666666,The one I gave.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030522/volume-608-week-25-thursday-22-may-2003,22-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 22 May 2003  ",5,222,Hon RUTH DYSON,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030522/volume-608-week-25-thursday-22-may-2003,22-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 22 May 2003  ",9,3,Brian Connell,66.66666666666666,Where is he?
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030522/volume-608-week-25-thursday-22-may-2003,22-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 22 May 2003  ",9,8,Simon Power,100.0,Name one.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030522/volume-608-week-25-thursday-22-may-2003,22-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 22 May 2003  ",12,14,Opposition Members,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030610/volume-609-week-26-tuesday-10-june-2003,10-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 10 June 2003  ",7,92,Hon Ken Shirley,100.0,Name one.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030610/volume-609-week-26-tuesday-10-june-2003,10-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 10 June 2003  ",7,102,Hon Ken Shirley,100.0,"No, no."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030611/volume-609-week-26-wednesday-11-june-2003,11-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 11 June 2003  ",4,12,Hon LIANNE DALZIEL,100.0,"Ha, ha!"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030611/volume-609-week-26-wednesday-11-june-2003,11-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 11 June 2003  ",14,6,Government Members,100.0,"Ha, ha!"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030612/volume-609-week-26-thursday-12-june-2003,12-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 12 June 2003  ",4,65,Hon PAUL SWAIN,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030612/volume-609-week-26-thursday-12-june-2003,12-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 12 June 2003  ",10,4,Rodney Hide,57.14285714285714,So what Tame Te Rangi did was OK?
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030612/volume-609-week-26-thursday-12-june-2003,12-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 12 June 2003  ",11,19,Rodney Hide,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030612/volume-609-week-26-thursday-12-june-2003,12-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 12 June 2003  ",12,2,MAHARA OKEROA (NZ Labour—Te Tai Tonga),97.95918367346938,"Ā, e te iwi kua whakarongo mai i ngā rarurarutanga o roto i tēnei Whare Pāremata, mai rā anō, kua mōhio koutou i ngā tāngata e whakararuraru i a mātau te iwi Māori. Engari e te iwi, ka tū tonu mātau nei ki te hāpai tika i te kaupapa o tātau katoa. Ngā kaupapa e whakatiaki mai i te reo me ngā mahi o te pouaka tango whakaahua, me ērā atu o ngā taonga o ō koro, a kui mā."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030612/volume-609-week-26-thursday-12-june-2003,12-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 12 June 2003  ",12,26,Hon Tariana Turia,66.66666666666666,Who is he?
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030612/volume-609-week-26-thursday-12-june-2003,12-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 12 June 2003  ",13,1,PITA PARAONE (NZ First),100.0,"Ā tēnā koe e te Kaiwhakawā, engari i mua i te haere tonu i waku kōrero i te ahiahi nei, he mihi tēnei ki a koutou. Ahau nei, horekau i whakahē wō kōrero e te mema mai i Te Tai Tonga. Engari, māku e mea atu ki a koe, te nuinga o ngā taumahatanga i taka mai kei runga i tō tātou whanaunga a Parekura, ehara i taka ana kei runga ki a ia anahe, engari aua taumahatanga i taka mai kei runga i a tātou ngā mema Māori katoa. Nā reira māku e meatia ki a koutou, kia maumahara ki ngā kōrero o ō tātou matoa, o ō tātou tūpuna, kia tika, kia pono. Mehemea i whakarere kē i a mātau ēnā kupu kōrero, nā, ka puta mai nga hua, ote ra nei mo tonu atu."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030612/volume-609-week-26-thursday-12-june-2003,12-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 12 June 2003  ",18,38,Hon Dr Michael Cullen,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030612/volume-609-week-26-thursday-12-june-2003,12-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 12 June 2003  ",18,43,Hon Dr Michael Cullen,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030617/volume-609-week-27-tuesday-17-june-2003,17-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 17 June 2003  ",2,66,Hon PAREKURA HOROMIA,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030617/volume-609-week-27-tuesday-17-june-2003,17-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 17 June 2003  ",3,61,Hon Jim Anderton,100.0,"Ha, ha!"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030617/volume-609-week-27-tuesday-17-june-2003,17-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 17 June 2003  ",3,341,Government Members,66.66666666666666,Like Wira Gardiner?
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030617/volume-609-week-27-tuesday-17-june-2003,17-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 17 June 2003  ",3,366,Hon Ken Shirley,100.0,Waru kāore whakae.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030617/volume-609-week-27-tuesday-17-june-2003,17-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 17 June 2003  ",3,389,The CHAIRPERSON (Hon Clem Simich),60.0,to omit subclause (1)(a)(i).
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030617/volume-609-week-27-tuesday-17-june-2003,17-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 17 June 2003  ",3,392,The CHAIRPERSON (Hon Clem Simich),60.0,to omit subclause (1)(a)(ii).
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030617/volume-609-week-27-tuesday-17-june-2003,17-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 17 June 2003  ",3,394,The CHAIRPERSON (Hon Clem Simich),60.0,to omit subclause (1)(a)(iii).
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030617/volume-609-week-27-tuesday-17-june-2003,17-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 17 June 2003  ",3,483,Hon Maurice Williamson,100.0,Who?
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030617/volume-609-week-27-tuesday-17-june-2003,17-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 17 June 2003  ",3,542,Hon Tony Ryall,100.0,Te Māngai Pāho.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030618/volume-609-week-27-wednesday-18-june-2003,18-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 18 June 2003  ",20,179,DAVID PARKER,60.0,: Where did we go to?
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030619/volume-609-week-27-thursday-19-june-2003,19-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 19 June 2003  ",8,93,Hon PAREKURA HOROMIA,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030619/volume-609-week-27-thursday-19-june-2003,19-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 19 June 2003  ",8,178,Hon PAREKURA HOROMIA,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030619/volume-609-week-27-thursday-19-june-2003,19-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 19 June 2003  ",11,116,Peter Brown,66.66666666666666,He convinced me.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030619/volume-609-week-27-thursday-19-june-2003,19-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 19 June 2003  ",12,33,Hon Tariana Turia,66.66666666666666,You’re jealous.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030624/volume-609-week-28-tuesday-24-june-2003,24-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 24 June 2003  ",1,12,Hon MARGARET WILSON,66.66666666666666,"No, and no."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030624/volume-609-week-28-tuesday-24-june-2003,24-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 24 June 2003  ",1,21,Rt Hon Winston Peters,60.0,"No, no, let me finish."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030624/volume-609-week-28-tuesday-24-june-2003,24-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 24 June 2003  ",5,171,Rodney Hide,60.0,"And a good one, too."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030624/volume-609-week-28-tuesday-24-june-2003,24-Jun-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 24 June 2003  ",5,291,Hon Harry Duynhoven,100.0,No!
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030625/volume-609-week-28-wednesday-25-june-2003,25-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 25 June 2003  ",5,208,Hon PAREKURA HOROMIA,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030625/volume-609-week-28-wednesday-25-june-2003,25-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 25 June 2003  ",12,5,Rt Hon Winston Peters,75.0,"No, we are not."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030625/volume-609-week-28-wednesday-25-june-2003,25-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 25 June 2003  ",12,7,Rt Hon Winston Peters,75.0,"No, we are not."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030625/volume-609-week-28-wednesday-25-june-2003,25-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 25 June 2003  ",18,4,Madam DEPUTY SPEAKER,100.0,"No, no."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030625/volume-609-week-28-wednesday-25-june-2003,25-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 25 June 2003  ",22,5,Gerry Brownlee,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030625/volume-609-week-28-wednesday-25-june-2003,25-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 25 June 2003  ",23,10,Madam DEPUTY SPEAKER,100.0,"No, no—"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030625/volume-609-week-28-wednesday-25-june-2003,25-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 25 June 2003  ",41,26,PITA PARAONE (NZ First),84.61538461538461,"Tēnā koe, Mr Speaker, ā,
 tēnā koutou
 i tau mai
 neii te
 pōnei."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030625/volume-609-week-28-wednesday-25-june-2003,25-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 25 June 2003  ",41,94,NANAIA MAHUTA (NZ Labour—Tainui),100.0,"Tēnā koe,
 tēnātātau katoa. Ā, ka
 tū au ki te mihi ki
 ngā hoa
 rangapū katoa
 i roto
 itēnei Whare
 Pāremata e
 pāana ki
 tēnei take, te mahi
 pūremu, te mahi
 kairau. Ā, tuatahi ka
 tū au ki te hoki
 ōku mahara ki
 ngā kupu
 kōrero o
 ngāmātua,
 tūpuna ko te
 wahine te whare tangata. Ko te
 wahine te whare
 kōrero, ko te
 wahine te whare
 wānanga.
 Koinātētehi o
 ngā tohu rangatira ki a
 mātaungāwahine, hei tiaki
 i ō
 tātaunei tamariki, kia kore, kia kore, kia kore e
 warewarengātohutohu a koro, a
 kuimānō te
 mea, kei a
 rātaungāwhakatupuranga, kei a
 rātaungākākano a
 tōnawā ka
 puāwai."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030625/volume-609-week-28-wednesday-25-june-2003,25-Jun-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 25 June 2003  ",43,94,PITA PARAONE (NZ First),71.42857142857143,"Tēnā koe, Mr Speaker,
 tēnā no
 tātou."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030626/volume-609-week-28-thursday-26-june-2003,26-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 26 June 2003  ",7,6,Hon Dr MICHAEL CULLEN,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030626/volume-609-week-28-thursday-26-june-2003,26-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 26 June 2003  ",7,129,Rodney Hide,66.66666666666666,"No, I want to—"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030626/volume-609-week-28-thursday-26-june-2003,26-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 26 June 2003  ",22,65,Hon Chris Carter,100.0,"Ha, ha!"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030626/volume-609-week-28-thursday-26-june-2003,26-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 26 June 2003  ",23,25,The ASSISTANT SPEAKER (H V Ross Robertson),100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030626/volume-609-week-28-thursday-26-june-2003,26-Jun-2003  ,"Parliamentary Debates (Hansard) for Thursday, 26 June 2003  ",24,1,Madam DEPUTY SPEAKER,66.66666666666666,I call Metiria Turei.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030701/volume-609-week-29-tuesday-1-july-2003,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003  ",9,62,Janet Mackey,100.0,"Ha, ha!"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030701/volume-609-week-29-tuesday-1-july-2003,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003  ",10,51,Pansy Wong,100.0,Where?
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030701/volume-609-week-29-tuesday-1-july-2003,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003  ",10,76,An Hon Member,100.0,No!
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030701/volume-609-week-29-tuesday-1-july-2003,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003  ",10,169,Rt Hon Winston Peters,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030702/volume-609-week-29-tuesday-1-july-2003-continued-on,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003(continued on Wednesday, 2 July 2003)  ",2,19,Hon Lianne Dalziel,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030702/volume-609-week-29-tuesday-1-july-2003-continued-on,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003(continued on Wednesday, 2 July 2003)  ",2,21,Hon Lianne Dalziel,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030702/volume-609-week-29-tuesday-1-july-2003-continued-on,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003(continued on Wednesday, 2 July 2003)  ",2,119,Hon Lianne Dalziel,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030702/volume-609-week-29-tuesday-1-july-2003-continued-on,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003(continued on Wednesday, 2 July 2003)  ",2,133,Hon Lianne Dalziel,100.0,Name one!
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030702/volume-609-week-29-tuesday-1-july-2003-continued-on,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003(continued on Wednesday, 2 July 2003)  ",2,169,Hon Murray McCully,100.0,Te Māngai Pāho.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030702/volume-609-week-29-tuesday-1-july-2003-continued-on,01-Jul-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 July 2003(continued on Wednesday, 2 July 2003)  ",2,425,Rt Hon Winston Peters,100.0,"No, no."
